ID,Kingdom,Phylum,Class,Order,Family,Genus,Species 
7b3f07190c1ea051e5fa78c21a99152a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
eee534462edb3cb0bd8ed2bcf8427841,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
842e2f20025f13ba28203bb6a3a6f9fa,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
a59ab72b207b58b26f08a3681e435848,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,,,
64b4bfcabd2a15e5612581af85b2798d,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
042d110d1e4926b80009b4eaf72f7636,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
d1c59edfa2a1cdbb0f4902bc08db99d1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
1692c854c4df600948793a447756a54b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,
69971604d6f6b7e784fb17cad8da0a1b,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
e34de8034dc54fbeee50d261f273a7b1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
a7dca1568c731166a61982f6b920ef51,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
3a61c67d15ebbb69a8864cfd5b98595e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
5d9f3280bff2892cd1eccdb07c661681,Bacteria,Chloroflexi,Ellin6529,,,,
8eb04f2bb89aa4b77cdfce95319e77b1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
81def8b207ed9268fd4c5185c9bffb0f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
e1ccb519176d5358aa90040b1be6a335,Archaea,Crenarchaeota,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,
ca4cb07ae52e7f8a3f89a5d709618791,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
60c0bc4d4472408ac8ab79f384b870fe,Bacteria,Gemmatimonadetes,Gemmatimonadetes,N1423WL,,,
3b0279d1de3a1af587e1b9e7bf01161b,Bacteria,Acidobacteria,DA052,Ellin6513,,,
fcb0b6433725b887aefca0b14f07c915,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
5c2e05643f50ceb62d0cd33fde51c42b,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
8707fc7e131d49369984e8994529e71c,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
c769181b07af5dc91df856acaeb89ca9,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,,
3b7b1403dc209ed5bf18c755c70381bf,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
cf8bcdabfe73de7e5a02b524ba98274c,Bacteria,AD3,ABS-6,,,,
fe651881ece97537d1e795b68472cfa1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
233fcaa902e2c28b850acf7f35b1898a,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
ebb31e6341e57cb1f645ac4588059861,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
cf62dc8c9ac28ca84398bc7127c9de9c,Bacteria,Proteobacteria,Betaproteobacteria,,,,
4f3b25008158bab4b660f1ce4d2d8d67,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
f3f40beeb52629d5324f2e9bc62a3c29,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
19953a98bc6e3431ed82e52ee99a46ec,Archaea,Crenarchaeota,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,SCA1170
b5bbf1f6009f5a809f3354316c70c1f6,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
d93a09a19aab6e43745d5700d21ff912,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
68ab4793846cac45f6d501ab20c98b30,Bacteria,Chloroflexi,Ellin6529,,,,
e6904e295450f298762a8ef409db52f7,Bacteria,Acidobacteria,DA052,Ellin6513,,,
39252688f82469767b03c34ae5174e76,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia,
4289cfb83cd9bb4579f926c534dcbd0b,Archaea,Crenarchaeota,MBGA,NRP-J,,,
2f37d17de44b4308ee78ae3f010b29b6,Bacteria,Acidobacteria,DA052,Ellin6513,,,
7ab05016bad69b71e1ba4bc3071307ac,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
dfe84c4f4bd43c8418e219f1902cb04f,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
0a2947c69435802fca7247bd87a51919,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
c8ff262f71cfc22bd099440fc6f40a71,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
84b3e1a72b41265733280faadcd43038,Bacteria,,,,,,
c9749112ab5674c411c9ff256f728723,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
31db9ba01a4837594fc95816a03d0315,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
a5d7804ef788ef2b4d135ff08aa91258,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
ae5d2bedac83b4dcd9fb5e3b12aba8b6,Bacteria,Acidobacteria,DA052,Ellin6513,,,
24cf7ce02ddb698d362bbfb659f51c87,Archaea,Crenarchaeota,Thaumarchaeota,Cenarchaeales,SAGMA-X,Nitrosotalea,devanaterra
ed295d1bfbe55352ce2ff27e07ff4721,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
5c4e66937ec5ecf859be1c64d76bb5e7,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
6918660c16050539e527c8af574b7828,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
07d43d53ef375bf6b3151612934960a2,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
bfe19b0692b670a25bffe6fdfb451105,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
378f250578f722028faf7479ecde46be,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
2dff0866d7a27e6291f069fa9aeeb79d,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
40e419bfdcb776deb7a8bd62a3485c03,Bacteria,Acidobacteria,DA052,Ellin6513,,,
87eedac6e3c0cf47a7b5fb1cf05155a3,Bacteria,Proteobacteria,Betaproteobacteria,IS-44,,,
354515df8611d3c482db6796bb1e1ef2,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
bf02006a382b7feb90f1fab3ced9629b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Reyranella,massiliensis
b520a8ad66d1c4f56fe3d2fb066bcd89,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
2ba6ad45d554669de160c1862da9a3ab,Bacteria,Acidobacteria,DA052,Ellin6513,,,
9237d78cca10194e179a3675e9676733,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
905c25472f5fdcdae4af763e00815e0b,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
454c3276ac39f42badbd4d7abe1add64,Bacteria,Acidobacteria,DA052,Ellin6513,,,
f3fb9782abd51a9d630e7567a7457a8d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
b92ac87785375cff2b01751c912c5efd,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
9a7e17c05d35c93aeec121daadcdd869,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
9bfe7826ac36c23063cf3cd569379e86,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
9dafa15645d6b3fd7c30172ec2a7750c,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,
c887d43045347b47069bcbb2c7f92282,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
33bb1865a316f45ac59839af1f477703,Bacteria,,,,,,
54d47907769a44ab40c32fba685be736,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Pilimelia,
aed385a4121ac0b2f7e503e2ab738bb1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,,
63ef55501b3fd50521301300f18c04e5,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
4bd1f0a42a55175ce4e287866178925c,Bacteria,Acidobacteria,DA052,Ellin6513,,,
95fb0de701fbb35ffd44aada73d6da40,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
c2879b7d52b7074d411ed11f82201ab0,Bacteria,Proteobacteria,Betaproteobacteria,,,,
c426935981bc1f096515e07d934164dc,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,,
dacb03dee5e952643ceca6a9d926d952,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
fc718189fffba5e8fee9db9fd68dd3dc,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
20b6367aa7f428cc002b6eee55c80933,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
355477d65c843fcb2ead6e05992338ce,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
d45b94e055e769922c5d89f6f2b97b3c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
99bed6db4930f5040af3d5b7373b6cf9,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
25050ab88a5bf4856377364691338657,Bacteria,Proteobacteria,Betaproteobacteria,,,,
c54f14d392135b4b582280dd53440258,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
1959cfa38a1e0c7c3a303b1d2e7afdb0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
472e93e064cdb9b33bce35676bc12091,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
71142bce3c105dc9bc939a048e23283e,Bacteria,,,,,,
809ed8f6ff914508726232c9fe71c9d4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
e3770fac4f4554f99289cd6971c2ad50,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,succinicans
2a7038ce26df69c4aaff6610bcdd78b6,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
6585d8c7c9c42d75da43e59eec972e5e,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
627e71e9ad7aaa63effd99f2f6604d70,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
e042063df8763a9f4fc3469cd5a9a12a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
ef57e8da2c01934b35a99018b2ea1f7b,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
eb8dfbd3fac1cebcddbb3259689f2d44,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
624835f5ec9ab82d9e7eea55cbb6ec5b,Archaea,Crenarchaeota,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,
d776ff373d7024482a8271297970e14f,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,,
cbd9b70fce9396bd8f884c7249ec8a3d,Bacteria,,,,,,
227fa7d8ffae36c004547a7faee6111d,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
a2caba7ae72fcc6e9dcf75dff7bf4c50,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,
20bb2b9123087c43388e154b4b01a3fb,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,
a23d82fd64fd8afc05756dcca1404b1c,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
f4201eae9b9b6925f899d40a31efe14f,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
f836daf309c8e48a0af9bfb35ee2c2a5,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,,
0b7eb52da3e301730bd89a8286f04dd0,Bacteria,Acidobacteria,DA052,Ellin6513,,,
ba4bebf286498b296aebb68f2362cb95,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
cc00f8cb2b7837f764953a1b25650770,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
3ba23fbe78ca2fb2cdb661f2ed19c4b8,Bacteria,Acidobacteria,DA052,Ellin6513,,,
687078f18ec2b84b0ae372498778ac7a,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
524483b58c88bfb2be526fb88d35dc28,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
8983fa049c2705d2bb8efba68708cf07,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
63b10fecdaa4c6b82f79debdde91d5f4,Bacteria,AD3,ABS-6,,,,
ea4b08e73f45170eeb169e64d141c4b8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
ea87c8e0a721ff8ea3c73cf129308c45,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
8c7fb61927175efcb29f8a4f93f2d2f7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,
193c46596ad6b33c87c2ed348b655ec7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
372808929904d7c023e9c6a30fb72f6d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,,
c73be2af7be860ff1b4c6ea655402970,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
b04d0e5dbfc871f5046c8201de794e3e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
5d98877f8501c68614944ecddd982941,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
c32ed23880135247fa1a39e7dd7c3afe,Archaea,Crenarchaeota,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,
e5a016e5e8e3e38ccf3abe82b6648155,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
3a5e1b35c11fe2895647bbbd5dc2f9ab,Bacteria,,,,,,
54f2a3cb09dc2a8eb02951a1f2fcca43,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
4ee3c6ba0a05b26c9818ea57c7ca600a,Bacteria,Gemmatimonadetes,Gemm-1,,,,
34fe33341d8345b236b1584bd85e6003,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
ba892667417384fd7f84928811f96b6f,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
08150245b3c4e5a34d1c2cca78bcb816,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
83e248f8244f64ab7414b0bb42ba7f24,Bacteria,Acidobacteria,DA052,Ellin6513,,,
e0610e228ebce4a74373372dac92d073,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
b4c349f31650d0b410b1444cdb6b19bc,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
36b6f8c13cf40aa54e1ae32961904910,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
dec9fb299715af9d931eafd453740c31,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
f91466ddb933a0f0c7c794c14766aa2e,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
4cdcb23d7036b9de12f60bcc6b284a82,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
4f3345451649cba6229c4157b31b8f7d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,vaccae
03ed8bdead176134eb069e051b9fede8,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,
f091b355a8ef2f7069afaabe0a871b8a,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
da8c53ad1b7a7138b93ab09de9406047,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,,
a2ce99ae3278e64738a7c6338947b019,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
4c9563397a57b054ce7cc7195c001fc5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
3bb4ba29290f944473eebc21fc673285,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
2e844526f5c7fbec91148d7318f58662,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
44e451d78f38fbe311a76fe4ce834729,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
b0f3a59ab95b6aa70ff5af1d511118e0,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,,
eddc887179057250515f32d5e660dd4f,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,,
